Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
40026731,Rise and Kill First: The Secret History of Israel's Targeted Assassinations,Dahr Jamail,"Jamail, Dahr",,,,0,4.57,Perpetual Motion Machine Publishing,Kindle Edition,264,2019,2019,,1/25/2019,to-read,to-read (#1693),to-read,"Who needs the five stages of grief when you can shoot small-time criminals in the face?<br/><br/>The author, Brian Garfield, died about 2 weeks ago (<a href='https://www.nytimes.com/2019/01/06/obituaries/brian-garfield-dies-at-79.html'>NYT obituary</a>) so I thought I'd give his most famous book a try.<br/><br/>We have a pudgy, upper-middle class accountant Paul Benjamin as the protagonist, who lives a comfortable existence in New York City. His wealth divides him from rampant crime, he's a self-described liberal who donates money and time to social causes. That all changes when muggers break into his apartment while he's at work, beating his wife to death, and injuring his daugher so badly that afterwards she retreats into a catatonic state. His helplessness at the crime is replaced by anger, he buys a gun, and walks the street at night to shoot muggers, killing a few. His vigilante-ism is soon discovered, he has a few copycats, is mostly admired by the crime-sick population including many policemen. <spoiler>The novel ends with him being discovered by a policeman - the policeman takes off his cap, and walks away.</spoiler><br/><br/>There's a lot here that's typical US-American, vigilante-ism is part of the American psyche: how many movies, how many novels are about one guy making a difference with violence? Their most famous Christmas movie Die Hard, the majority of their Western movies, practically all superhero comic books and movies, it's all about one guy taking up the baton, reality's grey areas be damned. Garfield's characters know this and discuss this with each other.<br/><br/>The other novel I was reminded of was [b:The Death of Grass|941731|The Death of Grass|John Christopher|https://images.gr-assets.com/books/1486838846s/941731.jpg|797220], a post-apocalyptic novel where a 'politically liberal' character has to survive the downfall of civilization, and is saved by another character, a US gun-positive 'conservative', and in the course of the novel, 'converts'. Garfield's Paul isn't so flat, there's a specific sequence where he encounters other 'conservative' dogmas and is repulsed - he's only given up on the idea of criminal rehabilitation, not on abortion. And even he knows that he doesn't make much of a difference, his actions are there to help with his grief, it is implied that his actions won't change the city's overall state by much.<br/><br/>It's a nice quick read good for one night - it reportedly took the authors two weeks to write.<br/><br/>Recommended for:<br/>Fans of gritty crime neo-noir",,,0,,,0,,,,,
21413663,2018 on Goodreads,Unknown,"Unknown, Unknown","J.R.R. Tolkien, Christopher Tolkien",544442784,9.78054E+12,0,3.79,Fawcett,Hardcover,425,2014,2014,,5/21/2014,to-read,to-read (#667),to-read,,,,0,,,0,,,,,
26114433,Capitalism Without Capital: The Rise of the Intangible Economy,Malka Ann Older,"Older, Malka Ann",,765385155,9.78077E+12,4,3.54,"Little, Brown and Company",Hardcover,380,2016,2016,,12/29/2018,"sf, america, cyberpunk","sf (#29), america (#75), cyberpunk (#4)",read,,,,1,,,0,,,,,
28432828,The Four Pillars of Investing,Kurt Reichenbaugh,"Reichenbaugh, Kurt",,986059498,,0,4.07,Tor Books,Paperback,268,2015,2015,,1/8/2019,to-read,to-read (#1692),to-read,,,,0,,,0,,,,,
1350986,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Brian Garfield,"Garfield, Brian",,449229785,9.78045E+12,3,3.57,Yale University Press,Mass Market Paperback,224,1976,1972,,1/7/2019,"crime, america","crime (#18), america (#74)",read,,,,1,,,0,,,,,
34523218,The Origins of the Chinese Nation: Song China and the Forging of an East Asian World Order,Malcolm   Harris,"Harris, Malcolm",,316510866,9.78032E+12,0,3.86,Faber & Faber,Hardcover,261,2017,2017,,1/6/2019,to-read,to-read (#1691),to-read,"Dense, long, and partially written like a spy thriller, this is <i>not</i> a history of the Mossad, but of Israel's targeted killings - it starts with Zionists killing British agents in Palestine, then focuses on the newly established Mossad, then on what Shin Bet was doing, and what the IDF was doing, and what they together were doing, Munich 1972, the First Intifada, the Second Intifada, and ends with Meir Dagan stepping down as Director of Mossad in 2010.<br/><br/>A lot of the content is from 'undisclosed sources' so I'm not sure how true they are. The story around how Egypt's president Nasser tried to build up long-distance rockets, and how Israel thwarted those attempts, is known,  but Bergman has the most outrageous spy story details that I cannot find anywhere else - in a nutshell, 'ex-'Nazis who worked on the V1 and V2 worked for Nasser. <br/><br/>Israel obviously didn't like that, and killing Germans wasn't really the best solution in the 60s (one was killed but that caused huge problems), so what they did instead was to approach Otto Skorzeny, ex-SS who the Mossad had been hunting for decades - they did so by having an agent start an affair with Countess Ilse von Finckenstein (again, spynovel stuff!) who had an 'open marriage' with Skorzeny, and via that connection they managed to promise Skorzeny that they would stop hunting him in exchange for helping the Mossad stop the Germans working for Nasser, which was unheard before for the Mossad. Skorzeny agreed and managed to reconnect with all of Nasser's engineers by inviting them to a huge Mossad-financed party to, can you believe this?,  establish a Fourth Reich. Obviously that hasn't come to pass, but those parties were enough to restart connections, and these connections gave the Mossad enough private and personal information to send realistic threatening letters and phone calls to the Germans, who started to drop out. There's another similarly ridiculous story in the Nasser-saga involving Franz-Joseph Strauss of all people, but i won't put that here. There are <i>many</i> stories like this in this book!<br/><br/>Another interesting thing I learned is how slowly, slowly, slowly over the years all rules and laws of ethics the Mossad and the IDF had flew out the window - first the organisation goes through great pains to make sure no innocents are hurt during the killings, then that is cancelled, then no political leaders were allowed to be killed, but Hamas/Fatah made that <i>very hard</i> so that rule was cancelled too, killings weren't supposed to happen in specific countries but then that was standing in the way of operations so it flew out the window too, etc. pp. It's not a lawless organisation (the PM is still involved in all decisions) but many rules have disappeared.<br/><br/><blockquote><br/>“I call it the banality of evil,” Ayalon said later, borrowing Hannah Arendt’s observation about what happens when ordinary people are put into corrupt situations that encourage their conformity. “You get used to killing. Human life becomes something plain, easy to dispose of. You spend a quarter of an hour, twenty minutes, on who to kill. On how to kill him: two, three days. You’re dealing with tactics, not the implications.”<br/></blockquote><br/><br/>What this book made me understand better is the <i>psychology</i> of the people who order and commit all these killings - it's partially the trauma of the holocaust ('my grandparents let themselves be killed and I will <i>not</i> let another holocaust happen!'), partially the reality of occupying someone else's territory.<br/><br/><blockquote><br/>We are the generation of settlement, and without steel helmets and the maw of the cannon we will not be able to plant a tree or build a home. Our children will not live if we do not dig shelters, and without barbed wire fences and machine guns we will not be able to pave roads or drill for water. Millions of Jews, annihilated because they had no country, gaze at us from the dust of Jewish history and command us to settle and raise up a land for our people.<br/>- Moshe Dayan<br/>Most of the Jews in the Holocaust died without fighting. We must never reach that situation again, kneeling, without the ability to fight for our lives.<br/>- Meir Dagan<br/></blockquote><br/><br/>That is my main takeaway from this book - the world is quick to condemn when Israel killed another Hamas member, but it's much, much more grey than that.<br/><br/>What's Bergman's verdict as to the effectiveness of these killings? Sometimes, they (as part of a larger program!) clearly worked, as with Nasser's rocket program, and more recently Iran's efforts to get a nuclear bomb (mid-level scientists were killed until no-one wanted to work on the project any more), in <i>many</i> other cases, the killings made things worse - for example, when the Mossad killed complete innocents and caused huge diplomatic problems, or when Islamist hardliners were replaced by even more bloodlusty hardliners, or when the killing destabilised conflicts - or didn't help at all, as it was the case when suicide bombers first appeared - how does killing deter suicide bombers (answer: kill the people who send the suicide bombers).<br/><br/>It's a lively written book with tons of verbatim quotes to make it read like a looooong spy thriller. In the age of the SPIEGEL announcing that their star reporter made up everything, all the 'unnecessary' detail here gives me cause for alarm, but it's such a highly readable book. It only took me a few days to read those ~800 pages, so if you're into the history of Israel, or into riveting spy thrillers, take this one",,,0,,,0,,,,,
28209634,Decolonising the Mind: The Politics of Language in African Literature,Annalee Newitz,"Newitz, Annalee",,765392070,9.78077E+12,0,3.59,Random House,Hardcover,303,2017,2017,,1/4/2019,to-read,to-read (#1690),to-read,,,,0,,,0,,,,,
32714239,"Vernon Subutex, 1 (Vernon Subutex, #1)",Zeynep Tufekci,"Tufekci, Zeynep",,300215126,9.7803E+12,0,4.14,,Hardcover,326,2017,2017,,1/4/2019,to-read,to-read (#1689),to-read,,,,0,,,0,,,,,
37539457,"Three Men in a Boat (Three Men, #1)",Sally Rooney,"Rooney, Sally",,571334644,9.78057E+12,0,3.97,Cambridge University Press,Hardcover,266,2018,2018,,1/2/2019,to-read,to-read (#1688),to-read,,,,0,,,0,,,,,
33598223,The Governesses,Ronen Bergman,"Bergman, Ronen",,1400069718,9.7814E+12,5,4.4,Princeton University Press,Hardcover,784,2018,2018,,12/1/2018,"israel, history, non-fiction","israel (#2), history (#14), non-fiction (#160)",read,,,,1,,,0,,,,,
37851639,Severance,Various,"Various, Various",,,,0,4.18,McGraw-Hill Companies,,,2018,2018,,12/29/2018,review-of-the-year,review-of-the-year (#1),review-of-the-year,,,,0,,,0,,,,,
5600908,Flicker,Alan L. Olmstead,"Olmstead, Alan L.",Paul W. Rhode,521673879,9.78052E+12,0,4,Signal,Paperback,467,2008,2008,,12/29/2018,to-read,to-read (#1687),to-read,,,,0,,,0,,,,,
34928269,Victoria The Queen: An Intimate Biography of the Woman Who Ruled an Empire,Jonathan Haskel,"Haskel, Jonathan",Stian Westlake,691175039,9.78069E+12,0,3.79,Cambridge University Press,Hardcover,288,2017,2017,,12/28/2018,to-read,to-read (#1686),to-read,,,,0,,,0,,,,,
79351,A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,William J. Bernstein,"Bernstein, William J.",Donald G. Coxe,71385290,9.78007E+12,0,4.2,Heinemann Educational Books,Hardcover,240,2002,2002,,12/28/2018,to-read,to-read (#1685),to-read,"One thing that is missing from modern neoliberal life is the useless larrikin. In fact, it got so bad, my spell-checker doesn't even know the word!<br/><br/>Three Men in a Boat is a celebration of three larrikins - they go in a boat from London to Oxford (there's also a dog). That's the entire story. But that's not the point of the book, the point of the narrator is to use the events of the boat to tell entirely different stories - like the distributaries and arms of rivers, the narrator continually breaks off and tells you entirely different stories from the past. There's no hurry to be found here, there's no malevolence here (<i>except</i> for those gentlemen who owe land next to the Thames and try to fence it off! How dare they), it is a ridiculously comfy book.<br/><br/><blockquote><br/>You cannot give me too much work; to accumulate work has almost become a passion with me: my study is so full of it now, that there is hardly an inch of room for any more. I shall have to throw out a wing soon. And I am careful of my work, too. Why, some of the work that I have by me now has been in my possession for years and years, and there isn’t a finger–mark on it. I take a great pride in my work; I take it down now and then and dust it. No man keeps his work in a better state of preservation than I do.<br/></blockquote><br/><br/>Did I laugh out loud while reading? No, but then again I am a miserably wretched miser, a cheerless wretch.",,,0,,,0,,,,,
37542581,Evolution of Desire: A Life of René Girard,Ben Macintyre,"Macintyre, Ben",,771060335,9.78077E+12,0,4.42,Grasset,Hardcover,384,2018,2018,,12/26/2018,to-read,to-read (#1684),to-read,"A unique novella - in the French countryside there is a house, in which a rich couple lives - with them live an indiscriminate amount of children (you know how children around 8 are - they're essentially a mass that grows and shrinks, not a set of distinct kids), a bunch of indeterminate maids, and three governesses.<br/><br/>The book itself feels like kind of an exercise from a female author: 'can I write a book using exclusively <a href='https://en.wikipedia.org/wiki/Male_gaze'>male gaze</a>?' The governesses are sexual beings, not real humans, more like Greek nymphs than actual human characters. <br/><br/>You can interpret this novella in the terms of the 'male gaze':<br/><ul><br/><li>There's a whole character who's just the 'man behind the camera' (and who turns out much more important than initially thought, in a hilarious twist that felt like the ending of the great <a href='https://www.imdb.com/title/tt0109592/'>Dellamorte Dellamore</a>), </li><br/><li>there's the characters of representation (the governesses, who are always described in sexual terms: <br/><br/><blockquote><br/>[...] against their tender breasts, their tender bellies, their tender thighs, just as they needed to bathe naked in the icy water that made their hearts leap.<br/></blockquote><br/></li><br/><li>and the spectator, that's you, you filthy dog</li><br/></ul><br/><br/>There is no real story here, the world in which the book is set does not make sense, it exists as an exercise, and that's what makes this book so clever.",,,0,,,0,,,,,
